Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%
345,Mathieu Cafaro,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,27.0,1997.0,11,6,572,6.4,0.16,0.16,0.16,0.16,0.16,0.34,0.16,0.34,11,2,18.2,8,72.7,37.97,0.62,7.03,13.91,17.19,2.81,37.97,1.72,0.31,1.25,21.41,143.12,63.12,2.03,0.94,0.78,1.56,1.25,27.19,6.09,2.99,0.16,2.03,0.62,0.0,0.16,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,131,180,72.8,2106,554,72,90,80.0,47,63,74.6,11,24,45.8,0.0,0.19,0.17,-0.19,1.56,1.56,0.94,0.47,1.88,28.12,25.16,2.97,0.94,0.16,0.16,2.97,0.62,1.41,0.62,0.47,0.0,20.47,0.0,0.31,2.99,1.42,0.05,0.11,0.05,0.0,0.0,66.7,0.47,0.0,0.0,1.25,1.88,0.47,0.94,0.78,0.0,0.0,3.91,0.31,0.16,0.94,0.47,0.31,0.16,0.31,1.72,1.41,0.78,0.16,1.88,0.31,0.0,18.2
346,Moisés Caicedo,ec ECU,MF,Chelsea,eng Premier League,23.0,2001.0,12,12,1055,11.7,0.09,0.26,0.09,0.26,0.03,0.17,0.03,0.17,17,8,47.1,6,35.3,67.26,2.14,14.79,39.4,13.76,0.6,67.26,1.45,0.68,0.51,36.92,147.01,74.27,0.85,0.51,0.0,0.85,0.68,47.09,1.28,2.56,0.34,2.48,0.0,0.0,0.0,0.0,0.09,0.34,0.0,0.0,0.0,0.0,0.0,586,662,88.5,9851,2679,266,289,92.0,258,283,91.2,44,58,75.9,0.17,0.14,0.1,0.03,0.77,5.81,1.03,0.17,5.04,56.58,55.47,1.03,0.94,0.43,0.43,0.43,0.09,0.0,0.0,0.0,0.0,50.09,0.09,0.94,0.6,0.09,0.14,1.0,0.05,0.6,0.6,66.7,0.26,0.0,0.0,1.97,1.45,0.0,1.62,2.31,0.0,0.0,5.38,1.03,0.51,3.5,1.62,1.54,0.34,1.97,3.08,1.11,1.37,0.43,5.13,1.37,0.0,63.9
348,Jens Cajuste,se SWE,MF,Ipswich Town,eng Premier League,25.0,1999.0,6,4,332,3.7,0.0,0.0,0.0,0.0,0.02,0.04,0.02,0.04,5,5,100.0,0,0.0,46.49,1.89,10.27,24.32,12.43,0.54,46.49,1.35,1.35,0.0,21.08,94.05,56.76,1.35,0.81,0.27,1.08,0.54,24.59,0.81,1.62,0.0,1.35,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,132,78.0,1733,258,43,51,84.3,51,61,83.6,5,13,38.5,0.0,0.03,0.05,-0.03,0.54,2.16,0.54,0.0,1.62,35.68,31.89,3.78,1.08,0.27,0.0,1.08,2.7,0.0,0.0,0.0,0.0,27.84,0.0,0.27,0.54,0.0,0.0,0.0,0.04,-0.1,-0.1,0.0,0.27,0.0,0.0,1.62,0.81,0.0,0.54,0.81,0.0,0.0,4.32,0.0,1.35,1.62,0.27,1.08,0.27,0.54,1.89,1.35,2.43,0.27,2.16,1.08,0.0,28.6
350,Riccardo Calafiori,it ITA,DF,Arsenal,eng Premier League,22.0,2002.0,7,5,452,5.0,0.2,0.2,0.2,0.2,0.1,0.12,0.1,0.12,8,6,75.0,1,12.5,59.2,4.2,19.0,21.4,19.2,2.4,59.2,1.6,1.2,0.2,25.2,131.4,64.8,1.0,1.2,0.4,1.4,0.0,32.0,2.0,1.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204,242,84.3,3223,777,110,121,90.9,80,94,85.1,12,13,92.3,0.0,0.02,0.08,-0.02,0.4,2.6,0.6,0.2,3.8,48.4,42.6,5.8,0.6,0.0,0.2,1.0,5.2,0.0,0.0,0.0,0.0,40.8,0.0,1.0,0.8,0.8,0.25,0.25,0.13,0.5,0.5,61.1,0.2,0.0,0.0,1.8,0.8,0.0,1.0,2.2,0.0,0.0,3.0,2.2,1.4,2.8,1.8,0.8,0.2,2.0,3.2,1.2,1.6,0.6,3.8,3.0,0.0,62.5
353,Duje Ćaleta-Car,hr CRO,DF,Lyon,fr Ligue 1,28.0,1996.0,10,10,899,10.0,0.1,0.1,0.1,0.1,0.16,0.17,0.16,0.17,0,0,0.0,0,0.0,63.0,12.5,32.9,28.3,1.8,1.0,63.0,0.0,0.0,0.0,31.6,138.9,64.1,0.2,0.1,0.0,0.4,0.1,40.9,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470,526,89.4,9177,3068,141,157,89.8,288,305,94.4,37,56,66.1,0.0,0.01,0.02,-0.01,0.1,2.8,0.0,0.0,2.3,52.6,49.5,3.0,1.9,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,47.0,0.1,0.1,0.6,0.1,0.17,1.0,0.27,-0.6,-0.6,73.1,0.5,0.0,0.0,1.5,0.5,0.2,1.2,0.7,0.0,0.0,3.2,1.9,0.7,1.2,0.7,0.5,0.0,0.6,1.1,0.5,2.0,1.6,2.4,4.9,0.0,54.5
354,Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,30.0,1994.0,9,8,570,6.3,0.32,0.32,0.16,0.16,0.3,0.44,0.05,0.19,1,1,100.0,0,0.0,97.94,1.59,16.67,53.97,27.62,1.27,97.62,0.16,0.16,0.0,62.54,330.79,168.57,1.9,3.02,0.32,0.95,0.32,73.65,3.02,5.21,0.32,4.13,0.63,0.0,0.16,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,503,562,89.5,9866,2795,186,202,92.1,239,254,94.1,70,92,76.1,0.0,0.14,0.19,-0.14,1.59,9.37,1.43,0.63,8.41,89.21,82.38,6.67,2.38,0.16,1.27,5.08,0.32,3.81,1.75,1.11,0.0,79.84,0.16,0.63,1.89,0.63,0.08,0.25,0.02,0.1,0.7,55.6,0.16,0.0,0.0,1.11,0.63,0.0,0.48,1.11,0.0,0.16,5.24,0.79,0.63,2.22,0.16,0.95,1.11,0.95,1.59,0.63,0.32,0.32,2.7,1.11,0.0,60.0
355,Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,27.0,1997.0,12,12,988,11.0,0.18,0.27,0.18,0.27,0.36,0.39,0.36,0.39,19,6,31.6,11,57.9,27.18,1.27,2.0,11.0,14.64,5.55,27.18,1.73,0.55,1.0,14.91,82.09,30.09,1.36,0.55,1.18,3.55,1.64,22.0,6.36,1.37,0.09,0.82,0.0,0.18,0.18,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,96,163,58.9,1146,327,73,108,67.6,16,32,50.0,3,6,50.0,0.09,0.04,0.05,0.05,0.45,1.0,0.36,0.09,1.0,14.82,14.82,0.0,0.0,0.0,0.09,0.27,0.0,0.0,0.0,0.0,0.0,8.73,0.0,0.91,2.82,1.09,0.06,0.17,0.13,-1.9,-1.9,49.5,0.09,0.0,0.0,1.27,1.18,1.55,0.45,0.36,0.0,0.0,1.73,4.55,4.64,0.55,0.09,0.18,0.27,0.0,0.09,0.09,0.27,0.09,1.0,1.09,0.0,0.0
358,Lamine Camara,sn SEN,MF,Monaco,fr Ligue 1,20.0,2004.0,10,9,753,8.4,0.24,0.36,0.24,0.36,0.12,0.29,0.12,0.29,12,5,41.7,4,33.3,71.43,1.19,12.14,43.21,16.55,1.07,71.43,1.43,0.6,0.48,40.12,190.0,77.26,1.07,0.95,0.0,1.9,1.19,46.19,1.9,3.95,0.24,2.5,0.95,0.0,0.12,0.12,0.24,0.12,0.12,0.0,0.0,0.0,0.0,411,486,84.6,7433,2081,171,196,87.2,183,198,92.4,47,73,64.4,0.12,0.17,0.17,-0.05,1.9,5.12,1.07,0.36,5.83,57.86,52.86,4.76,2.14,0.12,0.83,3.69,0.24,2.38,1.67,0.36,0.0,48.93,0.24,0.83,1.43,0.6,0.17,0.4,0.08,1.0,1.0,37.5,0.71,0.12,0.12,2.38,1.79,0.0,2.02,2.5,0.0,0.0,6.55,0.71,1.19,3.69,1.43,1.67,0.6,1.67,2.86,1.19,2.02,0.48,5.71,0.6,0.12,58.3
359,Mahdi Camara,fr FRA,MF,Brest,fr Ligue 1,26.0,1998.0,12,9,792,8.8,0.23,0.23,0.23,0.23,0.1,0.17,0.1,0.17,27,11,40.7,13,48.1,51.02,1.02,7.39,28.18,16.25,2.5,51.02,3.07,1.25,1.48,24.77,141.25,75.11,1.7,1.36,0.34,1.36,1.02,30.45,3.18,2.73,0.11,2.27,0.0,0.11,0.0,0.11,0.23,0.11,0.0,0.0,0.0,0.0,0.0,286,335,85.4,4401,996,152,166,91.6,112,127,88.2,13,22,59.1,0.0,0.07,0.1,-0.07,1.14,2.61,0.68,0.34,3.41,38.07,35.11,2.95,0.45,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,32.5,0.0,0.91,1.59,0.68,0.14,0.33,0.06,1.1,1.1,25.0,0.11,0.0,0.0,0.91,1.7,0.23,1.14,1.48,0.0,0.0,4.09,0.34,1.02,3.18,0.34,1.82,1.02,0.91,1.7,0.8,1.7,0.11,4.32,1.25,0.0,53.3
361,Eduardo Camavinga,fr FRA,MF,Real Madrid,es La Liga,22.0,2002.0,5,5,388,4.3,0.0,0.23,0.0,0.23,0.03,0.06,0.03,0.06,6,3,50.0,2,33.3,72.09,1.86,18.6,37.44,16.74,1.63,72.09,1.4,0.7,0.47,44.19,224.19,118.84,1.86,1.86,0.7,0.47,0.93,50.93,2.33,1.86,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229,262,87.4,3744,937,101,110,91.8,110,118,93.2,12,22,54.5,0.23,0.02,0.05,0.21,0.93,4.88,0.7,0.0,5.58,60.93,58.6,1.63,0.93,0.0,0.47,0.0,0.7,0.0,0.0,0.0,0.0,53.26,0.7,0.23,0.7,0.0,0.0,0.0,0.04,-0.1,-0.1,71.4,0.0,0.0,0.0,1.4,2.79,0.0,1.16,1.63,0.0,0.0,7.67,1.16,0.47,2.09,0.47,1.4,0.23,1.16,2.33,1.16,2.09,0.7,3.26,1.4,0.0,50.0
363,Andrea Cambiaso,it ITA,"DF,FW",Juventus,it Serie A,24.0,2000.0,13,12,1081,12.0,0.08,0.08,0.08,0.08,0.03,0.16,0.03,0.16,24,13,54.2,8,33.3,77.42,2.0,19.67,39.0,19.83,1.58,77.42,2.0,1.08,0.67,49.17,326.25,170.08,3.92,2.92,0.42,1.67,0.5,57.42,5.0,3.5,0.33,2.67,0.33,0.17,0.08,0.08,0.17,0.25,0.0,0.0,0.08,0.0,0.0,736,823,89.4,12441,2322,351,372,94.4,310,339,91.4,58,73,79.5,0.0,0.13,0.08,-0.13,1.5,3.17,1.42,0.5,4.58,68.58,61.58,6.92,1.0,0.08,0.58,2.33,5.25,0.67,0.25,0.17,0.0,61.33,0.08,1.5,0.67,0.17,0.13,0.5,0.05,0.6,0.6,25.0,0.17,0.0,0.0,1.0,1.0,0.17,0.67,1.25,0.0,0.0,4.25,0.17,0.5,1.83,1.17,0.42,0.25,1.33,2.0,0.67,0.75,0.08,2.5,1.33,0.08,66.7
365,Sergio Camello,es ESP,FW,Rayo Vallecano,es La Liga,23.0,2001.0,13,9,702,7.8,0.26,0.26,0.26,0.26,0.4,0.51,0.4,0.51,14,7,50.0,6,42.9,32.69,1.54,3.33,13.85,16.54,3.72,32.69,1.79,0.9,0.77,18.46,94.23,46.79,1.54,1.41,0.64,2.31,2.05,25.26,5.9,3.21,0.26,2.31,0.0,0.51,0.13,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.13,138,172,80.2,1934,293,81,96,84.4,44,53,83.0,4,6,66.7,0.0,0.12,0.09,-0.12,1.54,1.03,0.51,0.0,2.18,22.05,20.77,1.15,0.0,0.64,0.26,0.64,0.26,0.0,0.0,0.0,0.0,17.69,0.13,1.03,2.69,0.77,0.1,0.33,0.15,-1.1,-1.1,38.1,0.13,0.0,0.0,0.77,0.9,0.26,0.51,0.13,0.0,0.0,2.18,1.03,1.67,0.77,0.13,0.51,0.13,0.13,0.13,0.0,0.77,0.13,1.28,1.41,0.0,100.0
366,José Campaña,es ESP,MF,Las Palmas,es La Liga,31.0,1993.0,9,7,470,5.2,0.0,0.19,0.0,0.19,0.01,0.1,0.01,0.1,10,4,40.0,4,40.0,83.85,4.23,21.92,51.35,11.35,0.58,83.85,1.92,0.77,0.77,45.19,202.5,89.81,0.58,1.35,0.19,0.96,0.38,57.31,0.96,3.44,0.19,2.88,0.58,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,344,385,89.4,5754,2129,168,178,94.4,136,152,89.5,29,42,69.0,0.19,0.1,0.1,0.1,1.15,5.77,0.77,0.19,6.73,74.04,68.08,5.96,3.65,0.19,0.58,2.31,0.38,1.92,0.58,0.96,0.0,66.15,0.0,0.38,0.38,0.19,0.0,0.0,0.03,-0.1,-0.1,87.5,0.58,0.0,0.0,0.58,2.5,0.0,2.5,1.54,0.0,0.19,6.73,1.35,0.19,1.92,0.38,1.15,0.38,0.96,1.54,0.58,0.38,0.0,4.42,1.92,0.19,62.5
368,Emre Can,de GER,"MF,DF",Dortmund,de Bundesliga,30.0,1994.0,10,7,595,6.6,0.3,0.3,0.0,0.0,0.26,0.29,0.03,0.05,7,3,42.9,4,57.1,80.45,3.79,21.67,46.97,12.27,0.91,80.15,1.06,0.45,0.61,46.67,229.39,109.85,1.06,1.36,0.15,1.06,1.06,61.36,1.06,1.06,0.15,0.91,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,405,456,88.8,7017,1825,190,201,94.5,184,201,91.5,28,41,68.3,0.0,0.02,0.05,-0.02,0.15,4.09,0.15,0.0,4.09,69.09,67.88,1.21,0.91,0.15,0.15,0.76,0.3,0.0,0.0,0.0,0.0,61.36,0.0,0.76,0.61,0.0,0.0,0.0,0.04,0.3,-0.2,58.3,0.15,0.15,0.0,1.06,0.76,0.0,0.61,1.36,0.0,0.0,2.12,2.12,1.52,2.73,1.67,0.91,0.15,0.91,1.82,0.91,1.06,0.61,3.33,3.03,0.45,50.0
370,Matteo Cancellieri,it ITA,"FW,MF",Parma,it Serie A,22.0,2002.0,11,6,497,5.5,0.36,0.36,0.36,0.36,0.24,0.3,0.24,0.3,30,14,46.7,12,40.0,35.64,2.18,6.55,15.27,15.09,2.55,35.64,5.45,2.55,2.18,19.64,143.82,77.27,3.09,1.82,1.45,2.18,2.0,21.27,5.82,1.81,0.36,1.09,0.0,0.36,0.0,0.36,0.0,0.0,0.0,0.36,0.0,0.0,0.0,69,114,60.5,950,244,39,55,70.9,23,32,71.9,3,13,23.1,0.0,0.07,0.04,-0.07,0.73,1.27,0.18,0.0,2.0,20.73,19.45,1.27,0.18,0.36,0.0,1.27,0.36,0.0,0.0,0.0,0.0,12.55,0.0,0.91,1.45,0.36,0.25,1.0,0.16,0.7,0.7,25.0,0.18,0.18,0.0,1.82,2.73,0.18,1.09,1.27,0.0,0.0,4.18,0.73,2.18,2.0,1.64,0.18,0.18,0.55,1.45,0.91,0.73,0.0,3.09,1.82,0.0,37.5
371,Antonio Candela,it ITA,DF,Venezia,it Serie A,24.0,2000.0,9,9,747,8.3,0.0,0.12,0.0,0.12,0.04,0.11,0.04,0.11,7,5,71.4,2,28.6,45.78,3.61,18.19,17.83,10.0,1.2,45.78,0.84,0.6,0.24,23.73,134.1,63.49,1.2,0.36,0.24,1.45,0.84,26.87,1.93,1.56,0.12,1.2,0.12,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,237,311,76.2,3793,1602,118,136,86.8,102,133,76.7,13,27,48.1,0.12,0.07,0.04,0.05,0.72,2.77,0.48,0.48,2.53,37.47,32.89,4.34,0.24,0.0,0.12,1.81,4.1,0.0,0.0,0.0,0.0,28.55,0.24,0.24,0.48,0.0,0.0,0.0,0.08,-0.3,-0.3,50.0,0.12,0.0,0.0,0.6,0.24,0.0,0.84,1.69,0.0,0.0,3.49,1.33,1.33,2.29,1.08,0.72,0.48,1.45,2.05,0.6,0.72,0.6,3.13,1.45,0.12,70.6
375,Gianluca Caprari,it ITA,MF,Monza,it Serie A,31.0,1993.0,13,4,386,4.3,0.0,0.23,0.0,0.23,0.03,0.21,0.03,0.21,9,3,33.3,4,44.4,49.77,0.23,4.88,23.95,20.93,0.47,49.77,2.09,0.7,0.93,33.26,182.56,73.49,2.56,1.4,0.47,3.02,2.56,38.37,6.98,4.19,0.47,2.33,1.16,0.23,0.0,0.23,0.23,0.47,0.0,0.0,0.0,0.0,0.0,131,167,78.4,2289,557,61,67,91.0,48,60,80.0,16,26,61.5,0.23,0.19,0.16,0.05,2.56,0.47,1.63,0.23,4.42,38.84,35.12,3.49,0.47,0.23,0.47,5.81,0.0,3.02,0.47,2.56,0.0,30.47,0.23,1.4,0.47,0.0,0.0,0.0,0.06,-0.1,-0.1,50.0,0.23,0.0,0.0,0.7,1.86,0.47,0.47,1.16,0.0,0.0,3.72,0.47,0.47,1.86,0.7,0.93,0.23,0.23,0.93,0.7,1.16,0.0,2.33,0.23,0.23,25.0
378,Maxence Caqueret,fr FRA,MF,Lyon,fr Ligue 1,24.0,2000.0,8,6,565,6.3,0.0,0.0,0.0,0.0,0.1,0.17,0.1,0.17,18,7,38.9,9,50.0,65.24,0.79,10.32,37.3,18.1,1.75,65.24,2.86,1.11,1.43,33.49,190.48,85.08,2.22,1.59,0.32,2.38,1.59,47.94,2.38,2.23,0.16,1.9,0.0,0.16,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,271,338,80.2,4301,1547,136,161,84.5,108,122,88.5,17,28,60.7,0.0,0.06,0.1,-0.06,1.59,6.19,1.59,0.0,7.94,53.65,51.9,1.59,0.79,0.0,0.16,0.95,0.16,0.0,0.0,0.0,0.0,43.02,0.16,2.22,1.12,0.16,0.0,0.0,0.09,-0.7,-0.7,25.0,0.16,0.0,0.0,0.63,0.95,0.16,1.11,1.59,0.0,0.0,3.65,0.16,0.48,3.02,0.79,1.59,0.63,0.48,3.02,2.54,1.9,0.32,4.13,0.32,0.0,15.8
379,Andrea Carboni,it ITA,DF,Monza,it Serie A,23.0,2001.0,10,10,839,9.3,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,3,2,66.7,1,33.3,55.05,5.38,25.81,26.67,2.8,0.32,55.05,0.32,0.22,0.11,33.23,125.91,55.91,0.32,0.65,0.0,0.22,0.22,37.31,0.32,0.54,0.11,0.54,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,363,417,87.1,6305,1844,174,183,95.1,158,177,89.3,31,43,72.1,0.0,0.0,0.01,0.0,0.22,1.94,0.22,0.22,1.4,44.84,43.01,1.61,1.18,0.0,0.43,0.65,0.43,0.0,0.0,0.0,0.0,39.03,0.22,0.75,0.21,0.0,0.0,0.0,0.04,-0.1,-0.1,50.0,0.32,0.0,0.0,1.61,0.86,0.0,1.18,1.18,0.0,0.0,2.26,1.4,1.4,2.26,1.51,0.75,0.0,1.29,2.37,1.08,1.61,0.65,3.44,4.41,0.11,54.5
383,Irvin Cardona,fr FRA,"MF,FW",Espanyol,es La Liga,27.0,1997.0,11,2,347,3.9,0.0,0.26,0.0,0.26,0.24,0.38,0.24,0.38,7,2,28.6,5,71.4,36.15,1.28,4.87,13.08,18.46,4.36,36.15,1.79,0.51,1.28,17.18,120.77,68.21,2.31,2.31,1.03,3.85,0.0,23.85,6.41,4.14,0.78,3.33,0.26,0.0,0.51,0.0,0.0,0.51,0.0,0.0,0.26,0.0,0.0,56,90,62.2,829,272,32,41,78.0,17,28,60.7,4,15,26.7,0.26,0.13,0.23,0.13,1.79,1.03,1.54,0.51,2.31,23.08,21.79,1.03,0.0,0.26,0.51,2.56,0.77,0.0,0.0,0.0,0.0,14.36,0.26,0.77,2.07,0.52,0.0,0.0,0.12,-0.9,-0.9,50.0,0.26,0.0,0.0,1.54,0.77,0.51,0.77,1.28,0.0,0.0,3.59,1.03,1.03,1.54,0.51,1.03,0.0,1.28,3.33,2.05,1.03,0.26,2.31,1.79,0.0,38.5
385,Sergi Cardona,es ESP,DF,Villarreal,es La Liga,25.0,1999.0,13,13,1142,12.7,0.08,0.16,0.08,0.16,0.15,0.29,0.15,0.29,11,5,45.5,6,54.5,54.8,3.7,20.79,18.43,15.83,2.13,54.8,0.87,0.39,0.47,24.72,112.44,60.24,1.65,1.02,0.31,0.71,0.24,29.45,5.75,2.36,0.32,1.81,0.16,0.08,0.31,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,420,546,76.9,7141,2631,199,226,88.1,187,226,82.7,30,62,48.4,0.08,0.14,0.12,-0.06,1.18,1.89,1.42,0.79,2.28,42.99,35.75,7.01,0.55,0.0,0.0,3.39,6.38,0.08,0.0,0.0,0.0,33.07,0.24,1.42,1.1,0.24,0.07,0.33,0.14,-0.9,-0.9,57.1,0.31,0.0,0.0,1.1,0.63,0.08,1.26,1.42,0.0,0.0,3.23,1.26,0.94,1.97,1.18,0.71,0.08,1.26,2.2,0.94,1.81,0.24,3.23,3.15,0.0,57.1
386,Johnny Cardoso,us USA,MF,Betis,es La Liga,23.0,2001.0,9,6,565,6.3,0.0,0.16,0.0,0.16,0.11,0.24,0.11,0.24,8,5,62.5,3,37.5,58.89,5.08,17.94,33.97,7.62,0.79,58.89,1.27,0.79,0.48,27.46,112.86,44.6,0.48,0.63,0.0,1.9,1.43,32.38,1.9,1.6,0.16,1.43,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,230,275,83.6,3598,928,122,137,89.1,87,98,88.8,14,23,60.9,0.16,0.13,0.06,0.03,0.63,2.06,0.16,0.0,3.49,43.65,42.06,1.27,1.27,0.16,0.48,0.16,0.0,0.0,0.0,0.0,0.0,36.51,0.32,0.95,0.8,0.0,0.0,0.0,0.14,-0.7,-0.7,55.6,0.16,0.0,0.0,1.75,1.59,0.0,2.22,1.75,0.0,0.0,6.19,0.79,0.63,2.86,0.63,1.59,0.63,1.11,2.86,1.75,1.43,0.48,5.08,3.65,0.0,38.9
387,Diego Carlos,br BRA,DF,Aston Villa,eng Premier League,31.0,1993.0,7,5,560,6.2,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.08,2,2,100.0,0,0.0,72.42,9.03,33.55,37.74,1.45,0.48,72.42,0.32,0.32,0.0,50.0,256.45,136.13,0.48,0.32,0.0,0.0,0.32,52.58,0.0,0.32,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359,405,88.6,7338,2716,93,102,91.2,228,241,94.6,37,57,64.9,0.0,0.0,0.02,0.0,0.0,2.42,0.16,0.0,4.35,65.32,62.58,2.58,1.61,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,57.9,0.16,0.0,0.48,0.16,0.0,0.0,0.17,-0.5,-0.5,50.0,0.16,0.0,0.0,1.45,0.16,0.0,0.81,0.16,0.0,0.0,4.68,0.81,0.81,0.65,0.48,0.16,0.0,0.0,0.16,0.16,0.65,0.32,1.45,3.71,0.32,0.0
388,Carmona,es ESP,DF,Sevilla,es La Liga,22.0,2002.0,14,14,1237,13.7,0.0,0.0,0.0,0.0,0.02,0.08,0.02,0.08,17,6,35.3,8,47.1,68.76,3.07,23.14,37.15,9.42,0.44,68.76,1.24,0.44,0.58,32.34,162.19,83.72,1.02,0.8,0.22,1.31,0.58,36.57,0.95,1.67,0.0,1.09,0.07,0.15,0.07,0.22,0.07,0.0,0.0,0.0,0.0,0.0,0.0,650,798,81.5,10156,3932,335,383,87.5,270,318,84.9,25,49,51.0,0.0,0.06,0.03,-0.06,0.51,3.07,0.66,0.15,3.5,58.25,46.5,11.46,1.61,0.07,0.22,0.88,9.85,0.0,0.0,0.0,0.0,47.45,0.29,1.02,0.65,0.15,0.0,0.0,0.02,-0.2,-0.2,47.8,0.22,0.0,0.0,0.95,1.61,0.07,2.41,2.19,0.0,0.0,5.11,0.8,0.88,2.92,1.9,0.8,0.22,1.31,2.04,0.73,1.09,0.29,5.33,2.19,0.0,64.3
