Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%
1098,Joshua Kimmich,de GER,"MF,DF",Bayern Munich,de Bundesliga,29.0,1995.0,11,11,990,11.0,0.0,0.18,0.0,0.18,0.05,0.23,0.05,0.23,7,5,71.4,2,28.6,128.64,2.36,15.45,83.73,30.45,0.82,128.64,0.64,0.45,0.18,81.27,437.91,185.82,2.0,3.55,0.0,0.64,0.18,103.55,2.82,4.82,0.55,3.36,1.27,0.09,0.09,0.0,0.0,0.36,0.09,0.09,0.0,0.0,0.0,1231,1351,91.1,21542,6181,566,589,96.1,552,591,93.4,106,146,72.6,0.18,0.18,0.25,0.0,2.45,14.82,1.45,0.18,12.73,122.82,113.45,9.09,4.18,1.0,1.09,4.36,1.27,3.64,2.09,0.55,0.09,111.91,0.27,1.09,1.09,0.36,0.0,0.0,0.05,-0.6,-0.6,44.4,0.0,0.0,0.0,0.45,0.55,0.09,0.73,1.18,0.0,0.0,7.09,0.36,0.45,1.64,0.45,1.0,0.18,1.09,1.82,0.73,0.55,0.0,2.36,1.0,0.18,60.0
1099,Joshua King,no NOR,"FW,MF",Toulouse,fr Ligue 1,32.0,1992.0,10,7,576,6.4,0.47,0.62,0.47,0.62,0.39,0.55,0.39,0.55,15,7,46.7,8,53.3,30.47,1.25,3.59,13.12,14.38,5.47,30.47,2.34,1.09,1.25,15.0,90.16,46.09,2.03,1.25,0.94,2.34,1.72,20.31,5.94,1.56,0.31,1.25,0.0,0.0,0.16,0.0,0.16,0.31,0.0,0.0,0.0,0.0,0.0,98,123,79.7,1232,247,63,72,87.5,27,33,81.8,2,4,50.0,0.16,0.16,0.14,0.0,0.94,0.78,0.62,0.0,2.03,19.22,18.59,0.62,0.0,0.0,0.0,0.31,0.16,0.0,0.0,0.0,0.0,15.31,0.0,0.47,2.81,1.25,0.17,0.38,0.14,0.5,0.5,35.9,0.16,0.0,0.0,1.56,1.09,0.47,0.16,0.62,0.0,0.0,2.97,2.19,3.91,0.62,0.16,0.31,0.16,0.16,0.47,0.31,0.47,0.31,0.78,1.41,0.0,33.3
1100,Cédric Kipré,ci CIV,DF,Reims,fr Ligue 1,27.0,1996.0,10,8,702,7.8,0.0,0.13,0.0,0.13,0.04,0.11,0.04,0.11,3,3,100.0,0,0.0,62.69,9.23,37.44,23.85,1.79,0.9,62.69,0.38,0.38,0.0,36.03,183.59,96.79,0.26,0.26,0.0,0.38,0.13,42.18,0.0,1.41,0.13,1.03,0.13,0.0,0.13,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,355,401,88.5,6484,2395,137,147,93.2,189,208,90.9,25,37,67.6,0.13,0.08,0.08,0.05,0.64,2.44,0.13,0.0,2.31,51.41,48.72,2.44,2.31,0.26,0.13,0.13,0.13,0.0,0.0,0.0,0.0,45.51,0.26,0.0,0.64,0.13,0.0,0.0,0.06,-0.3,-0.3,52.6,0.13,0.0,0.0,0.77,0.26,0.0,1.15,1.67,0.0,0.0,2.82,1.28,1.15,2.44,2.05,0.38,0.0,2.18,2.69,0.51,1.67,0.64,3.59,5.77,0.0,81.0
1102,Tim Kleindienst,de GER,FW,Gladbach,de Bundesliga,29.0,1995.0,11,11,961,10.7,0.66,1.03,0.56,0.94,0.55,0.9,0.47,0.83,18,5,27.8,13,72.2,38.41,2.34,3.55,18.6,16.64,5.89,38.32,1.68,0.47,1.21,20.09,85.42,37.57,1.78,0.75,1.03,2.43,1.59,27.38,5.7,3.28,0.56,2.43,0.0,0.0,0.47,0.19,0.19,0.47,0.0,0.0,0.0,0.0,0.09,170,269,63.2,2192,534,110,147,74.8,50,77,64.9,2,9,22.2,0.37,0.36,0.23,0.02,1.5,0.84,0.75,0.09,1.87,25.14,23.64,1.12,0.0,0.28,0.19,0.56,0.37,0.0,0.0,0.0,0.0,15.89,0.37,1.59,3.28,1.59,0.17,0.35,0.14,1.2,1.0,49.5,0.09,0.0,0.0,2.71,1.03,1.03,0.37,0.47,0.0,0.0,1.96,4.21,4.3,0.93,0.09,0.47,0.37,0.28,1.12,0.84,1.21,0.19,1.31,2.34,0.0,25.0
1103,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,28.0,1996.0,10,8,702,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,75.0,1,25.0,81.92,8.08,31.28,45.0,6.03,0.26,81.92,0.51,0.38,0.13,44.36,172.56,91.03,1.15,0.38,0.13,0.51,0.0,57.18,1.28,0.77,0.26,0.64,0.13,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,487,553,88.1,8450,2902,200,219,91.3,253,275,92.0,28,45,62.2,0.0,0.0,0.03,0.0,0.0,5.0,0.26,0.0,4.49,70.9,67.95,2.82,1.41,0.0,0.13,0.64,1.41,0.0,0.0,0.0,0.0,62.44,0.13,0.9,0.13,0.0,0.0,0.0,0.03,0.0,0.0,44.4,0.26,0.0,0.0,0.51,0.13,0.0,1.28,0.9,0.0,0.0,4.36,1.03,1.28,1.41,0.9,0.38,0.13,0.64,1.03,0.38,2.05,1.03,2.69,4.36,0.13,62.5
1104,Justin Kluivert,nl NED,"MF,FW",Bournemouth,eng Premier League,25.0,1999.0,12,9,699,7.8,0.26,0.52,0.13,0.39,0.29,0.46,0.19,0.36,18,6,33.3,11,61.1,37.05,1.15,4.49,12.56,20.77,5.51,36.92,2.31,0.77,1.41,20.38,116.28,58.33,2.05,1.03,1.67,1.67,0.38,23.33,6.79,3.35,0.64,3.21,0.0,0.13,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,141,199,70.9,2236,513,75,97,77.3,55,71,77.5,9,14,64.3,0.26,0.17,0.13,0.09,1.67,1.41,0.77,0.13,3.72,25.51,23.21,1.92,0.0,0.26,0.26,2.56,0.26,0.26,0.0,0.0,0.0,18.08,0.38,1.28,2.45,1.16,0.05,0.11,0.08,-0.3,-0.5,28.6,0.51,0.0,0.0,2.44,0.77,0.51,0.64,0.64,0.0,0.0,2.56,0.51,1.28,1.03,0.38,0.38,0.26,0.26,0.64,0.38,1.03,0.0,1.67,1.41,0.0,40.0
1105,Ansgar Knauff,de GER,"MF,DF",Eint Frankfurt,de Bundesliga,22.0,2002.0,10,5,488,5.4,0.18,0.55,0.18,0.55,0.12,0.31,0.12,0.31,19,5,26.3,13,68.4,43.89,2.04,12.41,16.85,15.74,4.07,43.89,3.52,0.93,2.41,20.0,133.7,79.26,2.22,1.67,0.93,3.52,0.56,22.96,4.63,2.77,0.74,1.67,0.0,0.37,0.19,0.37,0.19,0.19,0.0,0.19,0.19,0.0,0.19,107,160,66.9,1511,740,60,82,73.2,37,54,68.5,4,11,36.4,0.37,0.19,0.11,0.19,1.3,1.11,0.74,0.19,3.33,29.63,26.85,2.59,0.0,0.19,0.0,1.48,2.59,0.0,0.0,0.0,0.0,19.81,0.19,0.93,1.11,0.37,0.17,0.5,0.11,0.3,0.3,46.7,0.19,0.0,0.0,1.67,1.11,0.0,0.74,1.67,0.0,0.0,4.63,1.3,1.48,2.96,1.67,0.56,0.74,0.74,0.93,0.19,1.85,0.19,3.7,1.11,0.0,80.0
1106,Magnus Knudsen,no NOR,MF,Holstein Kiel,de Bundesliga,23.0,2001.0,11,11,870,9.7,0.0,0.0,0.0,0.0,0.01,0.04,0.01,0.04,7,6,85.7,1,14.3,50.21,3.2,17.22,30.0,3.4,0.21,50.21,0.72,0.62,0.1,22.89,113.61,50.82,0.72,0.52,0.21,1.03,0.41,31.65,0.82,1.66,0.1,1.24,0.0,0.1,0.21,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,350,402,87.1,6096,1665,157,171,91.8,161,177,91.0,28,44,63.6,0.0,0.02,0.04,-0.02,0.31,1.96,0.31,0.0,2.89,41.44,40.52,0.72,0.62,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,36.08,0.21,0.1,0.31,0.0,0.0,0.0,0.04,-0.1,-0.1,21.1,0.52,0.0,0.0,1.65,0.41,0.0,0.82,1.55,0.0,0.0,4.54,0.41,1.55,2.68,1.44,0.72,0.52,1.55,2.27,0.72,1.03,0.41,3.51,1.55,0.0,68.2
1108,Robin Koch,de GER,DF,Eint Frankfurt,de Bundesliga,28.0,1996.0,11,11,972,10.8,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,2,1,50.0,1,50.0,69.72,14.63,37.78,30.46,1.57,1.11,69.72,0.19,0.09,0.09,40.65,180.56,98.33,0.09,0.19,0.0,0.19,0.0,46.3,0.09,0.56,0.09,0.46,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,569,632,90.0,10822,3822,213,225,94.7,290,309,93.9,63,86,73.3,0.0,0.0,0.01,0.0,0.09,3.15,0.09,0.0,3.15,58.52,55.37,3.06,1.48,0.0,0.37,0.0,0.09,0.0,0.0,0.0,0.0,52.69,0.09,0.56,0.28,0.0,0.0,0.0,0.07,-0.2,-0.2,65.2,0.09,0.0,0.0,0.74,0.28,0.09,0.74,0.28,0.0,0.09,3.52,2.78,1.48,0.65,0.37,0.28,0.0,0.28,0.56,0.28,2.04,1.3,1.39,5.83,0.19,50.0
1109,Magnus Kofod Andersen,dk DEN,MF,Venezia,it Serie A,25.0,1999.0,9,5,479,5.3,0.19,0.38,0.19,0.38,0.03,0.1,0.03,0.1,3,2,66.7,1,33.3,51.32,1.32,10.75,27.92,13.77,0.94,51.32,0.57,0.38,0.19,32.45,139.81,72.83,1.32,0.75,0.0,1.13,0.38,33.96,3.02,2.45,0.38,1.32,0.94,0.0,0.19,0.0,0.0,0.0,0.19,0.0,0.19,0.0,0.0,191,234,81.6,3219,842,81,92,88.0,87,93,93.5,17,34,50.0,0.19,0.08,0.09,0.11,1.32,2.26,0.19,0.0,2.83,44.15,39.81,4.15,1.89,0.0,0.19,2.64,0.38,1.7,0.38,1.32,0.0,36.04,0.19,0.38,0.94,0.19,0.2,1.0,0.03,0.8,0.8,60.0,0.19,0.0,0.0,1.13,0.57,0.0,0.94,0.38,0.0,0.0,4.53,1.13,0.75,1.7,0.38,1.13,0.19,0.38,0.94,0.57,0.38,0.19,2.64,1.32,0.0,40.0
1110,Derrick Köhn,de GER,DF,Werder Bremen,de Bundesliga,25.0,1999.0,9,4,446,5.0,0.2,0.2,0.2,0.2,0.11,0.19,0.11,0.19,20,8,40.0,9,45.0,60.4,3.0,12.2,24.0,24.6,3.2,60.4,4.0,1.6,1.8,39.2,193.0,106.0,2.4,1.0,0.8,3.0,0.8,41.4,9.2,3.43,0.0,2.6,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,230,87.0,2941,544,113,121,93.4,73,86,84.9,6,8,75.0,0.0,0.08,0.18,-0.08,0.8,1.2,1.6,0.4,3.0,46.0,40.8,5.2,0.0,0.0,0.4,2.4,5.2,0.0,0.0,0.0,0.0,40.0,0.0,1.0,1.41,0.61,0.14,0.33,0.08,0.4,0.4,42.9,0.4,0.0,0.0,1.2,1.6,0.4,0.4,0.6,0.0,0.0,3.6,0.6,0.8,1.0,0.6,0.2,0.2,0.4,0.6,0.2,1.8,0.8,1.4,1.6,0.0,66.7
1112,Dominik Kohr,de GER,"DF,MF",Mainz 05,de Bundesliga,30.0,1994.0,10,10,882,9.8,0.0,0.0,0.0,0.0,0.01,0.03,0.01,0.03,5,4,80.0,1,20.0,61.94,7.14,30.82,26.94,4.59,0.51,61.94,0.51,0.41,0.1,27.76,122.24,67.04,1.12,0.51,0.2,0.71,0.2,37.04,1.02,1.22,0.0,1.02,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392,492,79.7,7179,2824,148,170,87.1,196,220,89.1,36,78,46.2,0.0,0.02,0.03,-0.02,0.31,2.55,0.2,0.1,3.88,50.2,46.22,3.88,1.02,0.0,0.2,0.41,2.45,0.0,0.0,0.0,0.0,40.0,0.1,0.61,0.51,0.1,0.0,0.0,0.02,-0.1,-0.1,44.0,0.61,0.0,0.0,1.94,1.22,0.0,0.92,1.73,0.0,0.1,3.78,1.12,1.43,2.35,1.53,0.51,0.31,1.43,2.14,0.71,1.94,0.92,3.27,4.8,0.0,66.7
1113,Koke,es ESP,MF,Atlético Madrid,es La Liga,32.0,1992.0,14,12,1035,11.5,0.09,0.09,0.09,0.09,0.09,0.18,0.09,0.18,14,6,42.9,7,50.0,79.04,2.43,20.43,46.35,13.22,0.61,79.04,1.22,0.52,0.61,44.7,196.0,86.0,0.87,0.96,0.0,0.87,0.26,55.57,0.7,1.91,0.26,1.91,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,696,808,86.1,10912,3212,360,398,90.5,263,288,91.3,45,73,61.6,0.0,0.09,0.09,-0.09,0.52,5.04,0.87,0.26,4.78,70.26,67.3,2.52,2.0,0.09,0.35,0.61,0.17,0.35,0.0,0.0,0.0,60.52,0.43,1.04,0.61,0.26,0.14,0.33,0.14,0.0,0.0,50.0,0.26,0.0,0.0,1.22,0.61,0.0,0.96,1.57,0.0,0.0,6.17,0.52,0.52,2.17,0.87,0.87,0.43,1.13,2.0,0.87,1.04,0.0,3.13,1.22,0.0,56.5
1114,Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,31.0,1993.0,7,7,584,6.5,0.0,0.0,0.0,0.0,0.07,0.15,0.07,0.15,4,2,50.0,2,50.0,70.46,2.31,20.92,36.46,13.54,1.38,70.46,0.62,0.31,0.31,41.54,181.54,127.08,2.46,3.08,0.15,0.31,1.08,51.69,3.23,1.39,0.0,1.23,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374,415,90.1,5790,1764,197,211,93.4,158,170,92.9,11,17,64.7,0.0,0.08,0.11,-0.08,0.31,5.85,0.31,0.0,6.15,63.85,61.85,2.0,0.77,0.0,0.0,0.46,1.23,0.0,0.0,0.0,0.0,57.54,0.0,0.92,0.62,0.15,0.0,0.0,0.11,-0.4,-0.4,66.7,0.31,0.0,0.0,2.15,1.08,0.31,1.38,0.92,0.0,0.0,5.54,2.15,1.08,1.54,0.62,0.92,0.0,0.62,1.23,0.62,0.46,0.0,2.92,1.69,0.0,50.0
1115,Randal Kolo Muani,fr FRA,FW,Paris S-G,fr Ligue 1,25.0,1998.0,9,2,329,3.7,0.55,0.82,0.27,0.55,1.08,1.2,0.87,0.99,14,7,50.0,7,50.0,32.43,1.35,2.43,10.27,20.0,7.03,32.16,3.78,1.89,1.89,18.65,86.22,35.68,1.89,1.08,1.35,2.97,2.16,25.14,8.65,3.01,0.82,1.35,0.0,0.27,0.81,0.27,0.27,0.27,0.0,0.0,0.27,0.27,0.0,54,72,75.0,721,108,36,48,75.0,13,14,92.9,2,3,66.7,0.27,0.11,0.11,0.16,0.81,0.0,0.54,0.0,1.08,19.46,18.11,1.35,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,14.59,0.0,0.81,3.28,1.37,0.08,0.2,0.26,-2.0,-2.2,70.0,0.0,0.0,0.0,1.62,1.62,0.27,0.0,1.08,0.27,0.0,1.89,1.89,0.81,1.08,0.27,0.27,0.54,0.0,0.54,0.54,0.0,0.0,1.08,1.35,0.0,0.0
1118,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,25.0,1999.0,12,11,974,10.8,0.09,0.18,0.09,0.18,0.08,0.1,0.08,0.1,1,1,100.0,0,0.0,77.41,8.89,36.3,38.24,3.06,0.83,77.41,0.09,0.09,0.0,47.13,208.52,115.09,0.46,0.19,0.0,0.28,0.09,57.69,0.09,0.74,0.18,0.56,0.0,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,678,742,91.4,12262,4567,248,262,94.7,397,413,96.1,29,57,50.9,0.09,0.02,0.02,0.07,0.28,4.35,0.37,0.0,3.24,68.7,67.22,1.39,1.39,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,62.78,0.09,0.28,0.74,0.18,0.13,0.5,0.11,0.2,0.2,82.4,0.37,0.0,0.0,0.83,0.46,0.0,0.37,0.93,0.0,0.0,3.43,2.59,0.56,1.3,0.93,0.28,0.09,0.83,1.11,0.28,1.2,0.46,1.67,4.07,0.09,75.0
1120,Geoffrey Kondogbia,cf CTA,"MF,DF",Marseille,fr Ligue 1,31.0,1993.0,10,9,830,9.2,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.03,6,5,83.3,1,16.7,79.57,6.41,25.22,46.63,7.93,0.54,79.57,0.65,0.54,0.11,52.07,251.09,133.48,0.54,1.63,0.0,0.65,0.54,61.41,0.22,0.87,0.0,0.76,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592,644,91.9,9495,3308,291,307,94.8,265,276,96.0,26,45,57.8,0.0,0.0,0.04,0.0,0.11,5.54,0.76,0.0,4.13,70.0,68.15,1.74,0.87,0.22,0.11,0.0,0.22,0.0,0.0,0.0,0.0,64.35,0.11,0.22,0.33,0.0,0.0,0.0,0.08,-0.2,-0.2,53.8,0.11,0.0,0.0,0.65,0.65,0.0,0.87,1.3,0.0,0.0,4.13,0.76,0.65,2.5,1.52,0.98,0.0,1.74,1.96,0.22,0.76,0.11,3.37,3.15,0.22,88.9
1123,Ismaël Koné,ca CAN,"MF,FW",Marseille,fr Ligue 1,22.0,2002.0,7,3,315,3.5,0.0,0.0,0.0,0.0,0.07,0.15,0.07,0.15,7,2,28.6,5,71.4,50.0,1.71,12.0,24.57,13.71,1.43,50.0,2.0,0.57,1.43,30.0,138.86,45.71,0.57,0.86,0.57,1.14,1.43,37.43,2.29,1.43,0.0,0.57,0.29,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,139,85.6,1823,332,63,74,85.1,47,54,87.0,5,6,83.3,0.0,0.09,0.03,-0.09,0.86,2.0,0.0,0.0,2.29,39.71,38.57,1.14,0.57,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.29,0.86,0.0,0.0,0.0,0.08,-0.2,-0.2,28.6,0.0,0.0,0.0,0.86,2.86,0.29,0.86,0.86,0.0,0.0,2.86,0.57,1.43,1.71,0.86,0.57,0.29,0.57,0.86,0.29,1.14,0.29,2.57,0.57,0.29,66.7
1124,Manu Koné,fr FRA,MF,Roma,it Serie A,23.0,2001.0,11,8,714,7.9,0.13,0.13,0.13,0.13,0.08,0.2,0.08,0.2,13,5,38.5,5,38.5,58.61,1.14,6.84,35.57,17.22,1.14,58.61,1.65,0.63,0.63,36.08,236.71,122.15,2.78,2.53,0.38,1.77,1.39,43.8,1.65,3.28,0.13,2.28,0.0,0.25,0.13,0.51,0.13,0.13,0.0,0.0,0.0,0.0,0.0,345,388,88.9,5288,1072,170,188,90.4,153,165,92.7,12,15,80.0,0.0,0.13,0.08,-0.13,1.01,3.92,0.38,0.0,4.81,49.11,47.59,1.39,1.27,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,43.67,0.13,0.63,1.39,0.38,0.09,0.33,0.06,0.4,0.4,47.4,0.25,0.0,0.0,1.39,3.04,0.0,1.14,1.01,0.0,0.0,3.92,1.14,1.27,1.77,0.89,0.51,0.38,1.14,1.77,0.63,0.38,0.0,2.91,0.63,0.0,64.3
1125,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,27.0,1997.0,10,10,821,9.1,0.11,0.11,0.11,0.11,0.04,0.05,0.04,0.05,7,4,57.1,3,42.9,61.65,5.82,27.25,29.34,5.38,0.77,61.65,0.77,0.44,0.33,39.01,206.81,103.63,0.88,0.77,0.11,0.44,0.0,43.85,0.55,0.88,0.11,0.66,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,449,488,92.0,7617,2355,185,193,95.9,241,249,96.8,16,32,50.0,0.0,0.01,0.03,-0.01,0.22,4.51,0.11,0.0,3.52,53.63,48.9,4.73,3.3,0.66,0.0,0.22,1.21,0.0,0.0,0.0,0.0,49.34,0.0,0.77,0.33,0.22,0.33,0.5,0.12,0.6,0.6,80.0,0.0,0.0,0.0,0.11,1.54,0.0,0.66,0.88,0.0,0.0,2.53,0.88,0.22,1.43,0.88,0.33,0.22,0.88,1.1,0.22,0.44,0.11,2.09,3.52,0.0,80.0
1126,Teun Koopmeiners,nl NED,"MF,FW",Juventus,it Serie A,26.0,1998.0,9,7,650,7.2,0.0,0.14,0.0,0.14,0.27,0.36,0.27,0.36,4,2,50.0,2,50.0,56.67,0.97,7.36,27.08,22.64,3.06,56.67,0.56,0.28,0.28,27.64,133.61,63.61,1.67,1.67,0.28,2.36,0.83,40.14,6.25,2.49,0.14,1.94,0.42,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,282,345,81.7,4834,1085,129,143,90.2,125,140,89.3,24,50,48.0,0.14,0.1,0.11,0.04,1.81,3.33,0.97,0.28,4.58,47.92,41.81,5.97,1.53,0.0,0.28,5.14,0.97,3.47,1.39,1.94,0.0,39.17,0.14,0.42,2.22,0.42,0.0,0.0,0.12,-1.9,-1.9,28.6,0.14,0.0,0.0,1.25,0.69,0.28,0.28,1.11,0.0,0.0,2.5,0.56,1.39,1.39,0.14,0.97,0.28,0.69,1.39,0.69,0.42,0.28,1.67,0.56,0.0,50.0
1127,Odilon Kossounou,ci CIV,DF,Atalanta,it Serie A,23.0,2001.0,6,4,353,3.9,0.0,0.0,0.0,0.0,0.06,0.06,0.06,0.06,2,0,0.0,2,100.0,65.38,5.13,25.38,34.1,6.15,0.77,65.38,0.51,0.0,0.51,36.67,168.46,83.33,0.51,0.51,0.26,0.77,0.26,42.31,0.77,0.51,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,221,89.6,3932,1263,67,79,84.8,105,108,97.2,25,31,80.6,0.0,0.0,0.03,0.0,0.0,4.62,0.26,0.0,3.59,56.67,54.36,2.31,1.79,0.0,0.51,0.26,0.51,0.0,0.0,0.0,0.0,50.77,0.0,0.51,1.02,0.76,0.0,0.0,0.06,-0.2,-0.2,75.0,0.26,0.0,0.0,1.54,0.77,0.0,1.03,1.28,0.0,0.0,5.13,2.31,0.77,2.05,1.54,0.51,0.0,0.77,1.54,0.77,1.28,0.51,3.08,2.05,0.0,50.0
1128,Christian Kouamé,ci CIV,"FW,MF",Fiorentina,it Serie A,26.0,1997.0,11,4,498,5.5,0.0,0.18,0.0,0.18,0.12,0.38,0.12,0.38,14,3,21.4,9,64.3,42.0,1.45,4.18,20.18,17.64,4.0,42.0,2.55,0.55,1.64,21.45,106.18,43.27,1.09,0.73,0.55,2.18,2.0,29.45,5.64,3.8,0.0,3.09,0.0,0.36,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,161,72.0,1740,353,62,79,78.5,36,49,73.5,11,16,68.8,0.18,0.27,0.13,-0.09,1.64,1.27,0.73,0.18,2.55,29.27,28.0,1.09,0.18,0.0,0.0,0.91,0.91,0.0,0.0,0.0,0.0,21.09,0.18,0.18,1.27,0.18,0.0,0.0,0.09,-0.6,-0.6,60.0,0.0,0.0,0.0,1.45,2.0,0.36,0.36,1.09,0.0,0.0,3.27,4.36,2.91,1.82,0.73,0.55,0.55,0.0,0.55,0.55,0.36,0.0,2.18,1.45,0.0,0.0
1130,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,21.0,2003.0,9,7,656,7.3,0.0,0.14,0.0,0.14,0.02,0.04,0.02,0.04,3,2,66.7,1,33.3,70.55,10.14,30.41,35.75,4.66,0.82,70.55,0.41,0.27,0.14,35.62,210.55,120.27,0.96,1.23,0.0,0.82,0.14,43.15,0.55,1.23,0.27,1.1,0.0,0.0,0.14,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,351,422,83.2,7420,2481,99,108,91.7,200,224,89.3,48,81,59.3,0.14,0.03,0.04,0.11,0.41,3.01,0.55,0.27,3.97,57.81,51.92,5.75,1.37,0.14,1.51,0.68,2.19,0.0,0.0,0.0,0.0,48.08,0.14,0.41,0.69,0.0,0.0,0.0,0.03,-0.1,-0.1,60.6,0.14,0.0,0.0,1.23,0.82,0.0,1.1,0.68,0.0,0.0,3.29,2.74,1.78,1.51,0.96,0.27,0.27,0.82,1.51,0.68,1.92,1.23,2.6,5.21,0.0,54.5
