,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%
1774,1935,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,24.0,2000.0,11,10,803,8.9,0.0,0.0,0.0,0.0,0.01,0.05,0.01,0.05,18,9,50.0,3,16.7,69.21,4.61,23.03,36.97,10.11,0.56,69.21,2.02,1.01,0.34,37.98,239.21,122.58,2.58,2.02,0.45,0.56,1.12,37.87,1.91,1.34,0.0,0.9,0.22,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426,518,82.2,7350,2223,189,206,91.7,195,227,85.9,34,63,54.0,0.0,0.03,0.04,-0.03,0.56,3.71,0.9,0.0,4.61,58.2,48.88,9.1,2.13,0.11,0.34,0.45,6.29,0.0,0.0,0.0,0.0,47.87,0.22,0.79,0.34,0.0,0.0,0.0,0.04,-0.1,-0.1,45.0,0.45,0.0,0.0,1.12,3.15,0.11,1.57,2.02,0.0,0.0,7.53,1.01,1.24,2.47,1.57,0.67,0.22,1.35,1.69,0.34,1.46,0.67,4.04,1.91,0.0,80.0
1775,1936,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,23.0,2001.0,7,3,373,4.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0,0,0.0,0,0.0,73.41,3.41,14.88,50.98,8.29,0.24,73.41,0.0,0.0,0.0,30.98,127.32,51.95,0.49,0.98,0.0,0.49,0.73,46.83,1.71,2.41,0.48,2.44,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,218,252,86.5,3715,1103,103,114,90.4,98,116,84.5,16,19,84.2,0.0,0.02,0.05,-0.02,0.49,4.63,0.98,0.0,8.54,61.46,60.49,0.98,0.49,0.0,0.24,0.24,0.0,0.24,0.0,0.0,0.0,53.17,0.0,0.24,0.24,0.0,0.0,0.0,0.02,0.0,0.0,57.1,0.24,0.0,0.0,1.22,0.0,0.0,2.2,1.95,0.0,0.0,7.8,0.98,0.73,3.17,0.98,2.2,0.0,1.46,3.17,1.71,0.98,0.24,5.37,2.44,0.0,46.2
1781,1943,Sergi,es ESP,DF,Leganés,es La Liga,32.0,1992.0,14,13,1212,13.5,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,2,2,100.0,0,0.0,62.96,8.52,38.37,23.93,0.81,0.52,62.96,0.15,0.15,0.0,33.04,152.0,80.74,0.22,0.15,0.0,0.07,0.0,40.0,0.07,0.45,0.15,0.44,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,584,702,83.2,11642,4370,165,179,92.2,347,379,91.6,68,127,53.5,0.0,0.0,0.01,0.0,0.15,1.26,0.07,0.0,2.15,52.0,50.07,1.7,1.7,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,43.26,0.22,0.15,0.37,0.15,0.2,0.5,0.17,0.2,0.2,46.0,0.15,0.0,0.0,1.11,0.44,0.15,1.56,1.11,0.0,0.0,2.67,1.7,2.0,1.33,0.67,0.59,0.07,0.59,1.04,0.44,1.11,0.74,2.89,5.56,0.07,57.1
1784,1946,Stephan El Shaarawy,it ITA,"DF,MF",Roma,it Serie A,32.0,1992.0,9,6,425,4.7,0.42,0.64,0.42,0.64,0.19,0.24,0.19,0.24,12,4,33.3,6,50.0,56.38,1.28,8.72,23.4,25.53,3.19,56.38,2.55,0.85,1.28,28.3,186.17,88.09,2.55,2.77,0.64,1.49,0.64,33.83,7.66,3.18,0.64,2.55,0.0,0.0,0.21,0.43,0.0,0.64,0.0,0.0,0.0,0.0,0.0,166,217,76.5,2552,649,86,103,83.5,75,95,78.9,3,9,33.3,0.21,0.06,0.13,0.15,1.06,1.49,1.06,0.43,3.83,46.17,37.66,8.3,0.21,0.43,0.0,2.77,7.87,0.21,0.0,0.21,0.0,35.32,0.21,0.85,2.33,0.85,0.18,0.5,0.08,1.1,1.1,14.3,0.21,0.0,0.0,0.21,0.85,0.64,0.85,1.06,0.0,0.0,4.47,0.21,1.28,1.49,0.43,0.43,0.64,0.21,0.43,0.21,0.21,0.0,2.34,1.06,0.0,50.0
1787,1950,Djibril Sidibé,fr FRA,DF,Toulouse,fr Ligue 1,32.0,1992.0,11,8,732,8.1,0.0,0.25,0.0,0.25,0.02,0.26,0.02,0.26,8,6,75.0,2,25.0,70.62,4.44,23.21,34.94,13.33,0.49,70.62,0.99,0.74,0.25,39.51,137.53,73.7,0.37,0.86,0.0,0.99,0.62,41.73,2.35,2.09,0.49,2.1,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,398,498,79.9,7542,3384,154,173,89.0,190,229,83.0,46,69,66.7,0.25,0.25,0.17,0.0,1.23,4.57,1.98,0.86,6.05,61.48,51.73,9.51,2.59,0.37,0.37,2.35,6.42,0.0,0.0,0.0,0.0,49.14,0.25,0.99,0.25,0.0,0.0,0.0,0.09,-0.2,-0.2,57.1,0.12,0.0,0.0,1.11,1.36,0.0,1.6,1.6,0.0,0.0,5.93,0.99,0.74,3.21,1.73,0.99,0.49,1.36,2.22,0.86,0.37,0.12,4.81,2.72,0.0,61.1
1788,1951,Armindo Sieb,de GER,"MF,FW",Mainz 05,de Bundesliga,21.0,2003.0,11,3,382,4.2,0.47,0.47,0.47,0.47,0.32,0.35,0.32,0.35,19,7,36.8,11,57.9,39.29,0.24,3.33,18.33,18.1,4.52,39.29,4.52,1.67,2.62,22.14,149.29,67.86,3.33,1.19,0.71,4.05,2.86,29.76,5.71,2.59,0.24,1.43,0.0,0.48,0.48,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,72,105,68.6,917,275,47,58,81.0,21,35,60.0,1,3,33.3,0.0,0.02,0.05,-0.02,0.71,1.67,0.71,0.0,2.14,25.0,24.52,0.48,0.0,0.24,0.0,0.48,0.24,0.0,0.0,0.0,0.0,17.14,0.0,0.71,3.77,1.41,0.13,0.33,0.08,0.6,0.6,50.0,0.24,0.0,0.0,2.14,1.19,1.19,0.24,0.48,0.0,0.0,2.86,1.19,1.19,0.71,0.24,0.48,0.0,0.24,0.95,0.71,0.48,0.0,0.95,0.95,0.0,25.0
1794,1957,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,27.0,1997.0,8,7,581,6.5,0.0,0.15,0.0,0.15,0.02,0.27,0.02,0.27,6,5,83.3,1,16.7,78.92,2.31,15.85,34.92,29.85,1.54,78.92,0.92,0.77,0.15,43.38,206.77,114.77,2.15,3.08,0.31,1.38,0.0,47.38,6.92,3.25,0.31,2.0,1.08,0.15,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,371,472,78.6,5513,1821,227,249,91.2,120,152,78.9,19,51,37.3,0.15,0.25,0.26,-0.09,2.15,4.31,1.54,0.15,5.08,72.62,55.85,16.46,3.54,0.15,0.15,6.92,9.54,3.38,1.85,1.08,0.0,57.08,0.31,1.38,0.31,0.15,0.0,0.0,0.05,-0.1,-0.1,30.0,0.15,0.0,0.0,0.77,0.46,0.0,0.62,1.38,0.0,0.0,4.62,0.46,1.08,1.85,1.08,0.62,0.15,0.92,1.38,0.46,0.92,0.15,2.46,2.0,0.0,66.7
1795,1958,Fábio Silva,pt POR,"FW,MF",Las Palmas,es La Liga,22.0,2002.0,10,9,736,8.2,0.49,0.61,0.37,0.49,0.37,0.4,0.28,0.3,30,10,33.3,18,60.0,38.66,1.95,4.63,18.29,16.34,5.24,38.54,3.66,1.22,2.2,18.66,110.37,48.66,1.71,0.61,1.22,3.05,1.34,25.49,6.1,1.59,0.12,1.1,0.0,0.12,0.24,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.0,131,204,64.2,1776,321,75,105,71.4,36,55,65.5,8,15,53.3,0.12,0.02,0.02,0.1,0.49,0.85,0.49,0.12,1.22,24.88,22.8,2.07,0.12,0.0,0.12,1.34,0.49,0.0,0.0,0.0,0.0,15.98,0.0,1.46,2.45,1.22,0.15,0.3,0.11,0.9,0.7,52.3,0.49,0.0,0.0,2.07,2.07,0.37,0.37,0.12,0.0,0.0,2.8,2.8,2.56,0.61,0.12,0.24,0.24,0.12,0.85,0.73,0.85,0.0,0.98,1.71,0.0,14.3
1798,1962,Abdallah Sima,sn SEN,FW,Brest,fr Ligue 1,23.0,2001.0,7,4,334,3.7,0.27,0.54,0.27,0.54,0.21,0.27,0.21,0.27,9,3,33.3,6,66.7,38.38,0.81,6.49,13.78,18.38,4.05,38.38,2.43,0.81,1.62,25.14,163.78,48.38,2.7,0.54,1.35,4.59,1.62,27.03,6.76,1.89,0.27,0.81,0.0,0.0,0.81,0.27,0.0,0.27,0.0,0.0,0.0,0.0,0.0,62,90,68.9,777,250,44,56,78.6,15,23,65.2,1,1,100.0,0.27,0.05,0.03,0.22,0.54,0.81,0.54,0.27,2.43,24.32,23.51,0.81,0.27,0.0,0.0,1.35,0.54,0.0,0.0,0.0,0.0,16.76,0.0,0.81,2.96,1.62,0.09,0.17,0.07,0.2,0.2,55.0,0.0,0.0,0.0,1.08,1.89,0.27,0.27,0.54,0.0,0.0,5.14,2.97,2.43,0.54,0.0,0.54,0.0,0.54,1.08,0.54,0.27,0.0,0.81,0.81,0.0,50.0
1801,1965,Giuliano Simeone,ar ARG,"MF,DF",Atlético Madrid,es La Liga,21.0,2002.0,9,3,336,3.7,0.27,0.8,0.27,0.8,0.08,0.24,0.08,0.24,16,6,37.5,9,56.3,57.84,0.27,9.46,22.43,27.03,2.43,57.84,4.32,1.62,2.43,34.59,205.14,112.97,4.86,2.43,0.54,2.7,0.81,37.57,12.43,1.34,0.54,1.35,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,125,167,74.9,1578,485,80,93,86.0,33,48,68.8,3,8,37.5,0.54,0.16,0.22,0.38,0.81,1.62,1.35,0.54,2.97,45.14,41.62,3.51,0.0,0.27,0.0,3.24,3.24,0.27,0.0,0.0,0.0,33.78,0.0,2.16,0.54,0.54,0.5,0.5,0.15,0.7,0.7,25.0,0.27,0.0,0.0,1.35,2.16,0.0,0.54,0.81,0.0,0.0,4.32,0.27,0.81,1.62,0.0,0.81,0.81,1.35,1.62,0.27,1.35,0.27,2.16,1.08,0.0,83.3
1806,1970,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,24.0,1999.0,12,9,808,9.0,0.22,0.56,0.11,0.45,0.27,0.58,0.18,0.49,25,8,32.0,15,60.0,43.22,1.89,8.44,15.0,20.22,5.33,43.11,2.78,0.89,1.67,22.11,125.22,64.67,3.0,1.44,1.22,1.56,1.33,28.0,8.56,4.68,0.89,3.22,0.0,0.44,0.56,0.44,0.0,0.33,0.0,0.11,0.11,0.33,0.0,214,273,78.4,2797,560,131,156,84.0,63,74,85.1,3,8,37.5,0.33,0.31,0.23,0.02,1.56,0.89,0.67,0.22,2.89,30.33,29.22,1.0,0.11,0.11,0.0,1.11,0.0,0.0,0.0,0.0,0.0,23.78,0.11,1.22,2.34,0.56,0.05,0.2,0.08,-0.4,-0.6,18.8,0.22,0.0,0.0,1.78,1.22,0.67,0.78,0.56,0.11,0.0,3.11,0.67,2.89,1.11,0.56,0.11,0.44,0.44,1.0,0.56,0.78,0.11,1.89,2.11,0.0,44.4
1810,1974,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,es La Liga,29.0,1995.0,6,5,451,5.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,4,3,75.0,1,25.0,79.6,9.8,33.8,41.4,5.0,1.2,79.6,0.8,0.6,0.2,53.8,257.2,141.0,0.8,1.4,0.4,0.0,1.0,59.2,0.4,1.4,0.0,1.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,316,351,90.0,5699,2174,115,123,93.5,173,186,93.0,25,35,71.4,0.0,0.0,0.02,0.0,0.0,4.0,0.0,0.0,6.0,70.2,68.8,1.4,1.2,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,63.2,0.0,0.8,0.4,0.2,0.0,0.0,0.05,-0.1,-0.1,52.9,0.0,0.0,0.0,0.4,0.8,0.0,1.6,1.4,0.0,0.0,4.6,1.8,1.6,1.4,1.0,0.4,0.0,1.0,1.2,0.2,1.0,0.6,3.0,3.6,0.2,83.3
1811,1975,Ibrahim Sissoko,ml MLI,FW,Saint-Étienne,fr Ligue 1,29.0,1995.0,12,7,697,7.7,0.39,0.52,0.26,0.39,0.56,0.63,0.46,0.52,10,3,30.0,7,70.0,32.73,1.56,4.16,15.58,13.12,4.16,32.6,1.3,0.39,0.91,17.01,78.96,34.03,1.56,1.43,0.78,3.51,1.43,22.99,4.16,2.58,0.13,1.17,0.0,0.13,0.52,0.52,0.26,0.13,0.0,0.0,0.0,0.0,0.0,98,148,66.2,1484,196,57,76,75.0,31,47,66.0,7,10,70.0,0.13,0.06,0.04,0.06,0.78,1.17,0.13,0.0,1.43,19.22,17.27,1.82,0.0,0.13,0.26,0.13,0.0,0.0,0.0,0.0,0.0,12.73,0.13,0.91,2.71,0.52,0.1,0.5,0.17,-1.3,-1.5,35.5,0.0,0.0,0.0,3.64,2.34,0.91,0.26,1.04,0.0,0.0,2.73,2.86,5.19,1.3,0.65,0.39,0.26,0.26,0.65,0.39,0.91,0.13,1.56,1.56,0.0,40.0
1816,1981,Oliver Skipp,eng ENG,MF,Leicester City,eng Premier League,24.0,2000.0,7,5,481,5.3,0.0,0.0,0.0,0.0,0.01,0.03,0.01,0.03,8,4,50.0,4,50.0,44.72,2.83,11.51,27.55,6.04,0.0,44.72,1.51,0.75,0.75,26.79,109.62,59.25,1.51,0.75,0.0,0.57,0.94,30.94,0.75,1.12,0.0,0.94,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,195,85.1,2500,734,89,99,89.9,59,65,90.8,10,16,62.5,0.0,0.02,0.04,-0.02,0.75,2.83,0.75,0.0,3.02,36.79,36.42,0.19,0.19,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.32,0.19,0.75,0.19,0.19,0.0,0.0,0.05,0.0,0.0,83.3,0.57,0.0,0.0,1.32,1.7,0.0,0.75,0.38,0.0,0.0,3.96,0.94,0.19,0.94,0.19,0.57,0.19,0.75,1.32,0.57,1.51,0.57,1.7,1.32,0.0,57.1
1817,1982,Leo Skiri Østigård,no NOR,DF,Rennes,fr Ligue 1,25.0,1999.0,9,7,623,6.9,0.14,0.14,0.14,0.14,0.08,0.09,0.08,0.09,2,1,50.0,1,50.0,69.13,7.68,31.88,35.94,1.88,1.01,69.13,0.29,0.14,0.14,36.09,175.22,94.35,0.14,0.29,0.0,0.87,0.0,42.17,0.0,0.87,0.0,0.72,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334,396,84.3,6975,2680,90,104,86.5,198,216,91.7,44,72,61.1,0.0,0.0,0.01,0.0,0.14,3.62,0.0,0.0,4.93,57.39,55.07,2.32,1.45,0.0,0.29,0.0,0.14,0.0,0.0,0.0,0.0,48.41,0.0,0.29,0.58,0.29,0.25,0.5,0.14,0.4,0.4,65.8,0.43,0.0,0.0,1.45,0.72,0.0,0.72,1.88,0.0,0.0,4.49,3.62,1.88,2.17,1.74,0.43,0.0,1.74,2.75,1.01,0.72,0.72,2.9,6.09,0.0,63.2
1820,1986,Steven Skrzybski,de GER,"FW,MF",Holstein Kiel,de Bundesliga,32.0,1992.0,8,4,421,4.7,0.0,0.21,0.0,0.21,0.16,0.37,0.16,0.37,14,9,64.3,5,35.7,42.55,0.85,6.6,21.06,16.38,2.34,42.55,2.98,1.91,1.06,21.28,106.17,56.81,1.49,1.91,0.43,1.91,1.06,27.02,4.26,3.63,0.21,2.55,0.21,0.21,0.64,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,95,146,65.1,1818,665,38,46,82.6,46,67,68.7,11,26,42.3,0.21,0.21,0.3,0.0,1.91,2.77,1.7,1.06,4.47,31.06,27.66,3.4,1.06,0.64,0.0,3.83,0.21,1.06,0.43,0.43,0.0,20.21,0.0,1.06,1.5,0.86,0.0,0.0,0.11,-0.8,-0.8,22.2,0.0,0.0,0.0,2.13,1.91,0.0,1.06,0.21,0.0,0.0,5.32,0.43,1.49,1.7,0.21,0.64,0.85,0.85,1.7,0.85,1.91,0.0,2.77,0.43,0.0,50.0
1824,1990,Eric Smith,se SWE,DF,St. Pauli,de Bundesliga,27.0,1997.0,12,12,1027,11.4,0.09,0.09,0.09,0.09,0.03,0.11,0.03,0.11,2,2,100.0,0,0.0,62.98,6.67,23.51,29.74,10.18,0.18,62.98,0.18,0.18,0.0,25.44,116.14,52.19,0.61,0.35,0.0,0.35,0.0,34.39,0.26,2.37,0.09,0.79,1.58,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,477,604,79.0,10201,3806,141,152,92.8,248,283,87.6,84,155,54.2,0.0,0.08,0.13,-0.08,1.23,3.33,0.26,0.18,3.16,52.98,43.6,9.04,5.26,0.0,0.26,5.0,0.09,3.6,1.23,1.4,0.09,41.84,0.35,0.18,0.79,0.44,0.11,0.2,0.04,0.6,0.6,63.6,0.18,0.0,0.0,0.44,0.53,0.18,1.67,0.88,0.0,0.0,3.33,0.61,0.35,1.23,1.05,0.18,0.0,0.7,0.79,0.09,1.58,0.53,2.89,3.68,0.18,88.9
1826,1992,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,24.0,2000.0,12,11,854,9.5,0.32,0.53,0.32,0.53,0.23,0.31,0.23,0.31,16,6,37.5,8,50.0,59.05,1.26,7.58,27.58,24.53,3.37,59.05,1.68,0.63,0.84,40.32,205.47,111.37,3.16,1.89,0.95,1.79,0.63,47.26,5.68,3.69,0.74,2.74,0.0,0.11,0.53,0.0,0.32,0.53,0.0,0.11,0.0,0.0,0.11,422,467,90.4,6090,1262,242,261,92.7,162,169,95.9,11,15,73.3,0.21,0.08,0.13,0.13,1.47,4.63,0.53,0.0,6.84,49.16,47.89,1.05,0.42,0.21,0.11,0.53,0.11,0.11,0.0,0.0,0.0,44.42,0.21,0.95,1.9,0.42,0.17,0.75,0.12,0.8,0.8,44.4,0.11,0.0,0.0,0.84,0.95,0.42,0.74,1.26,0.0,0.0,2.84,0.42,0.53,1.89,0.53,0.53,0.84,0.53,1.26,0.74,0.74,0.0,2.63,0.53,0.0,41.7
1828,1994,Simon Sohm,ch SUI,MF,Parma,it Serie A,23.0,2001.0,13,12,968,10.8,0.09,0.09,0.09,0.09,0.11,0.12,0.11,0.12,8,4,50.0,2,25.0,43.8,1.57,7.69,25.0,11.48,1.3,43.8,0.74,0.37,0.19,23.06,131.3,81.39,1.76,1.48,0.37,0.93,0.65,31.39,1.39,2.6,0.0,2.22,0.0,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,336,396,84.8,5445,1525,165,182,90.7,140,163,85.9,21,30,70.0,0.0,0.01,0.05,-0.01,0.28,3.15,0.93,0.09,3.43,36.67,36.11,0.56,0.28,0.28,0.09,0.28,0.0,0.28,0.09,0.0,0.0,31.11,0.0,0.65,1.12,0.37,0.08,0.25,0.1,-0.2,-0.2,72.7,0.19,0.0,0.0,0.56,0.65,0.09,0.65,0.37,0.0,0.0,2.96,0.74,0.28,0.74,0.28,0.28,0.19,0.46,1.11,0.65,0.37,0.09,1.39,1.39,0.0,41.7
1831,1997,Ola Solbakken,no NOR,"MF,FW",Empoli,it Serie A,26.0,1998.0,12,6,538,6.0,0.0,0.0,0.0,0.0,0.13,0.19,0.13,0.19,11,5,45.5,6,54.5,26.5,1.17,4.33,12.83,10.0,2.0,26.5,1.83,0.83,1.0,14.5,107.0,38.83,1.5,0.83,0.83,1.33,1.17,19.5,3.83,1.51,0.17,1.33,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,76,118,64.4,1250,420,40,58,69.0,26,35,74.3,6,12,50.0,0.0,0.07,0.03,-0.07,1.0,1.33,0.5,0.17,2.33,19.67,19.67,0.0,0.0,0.17,0.67,0.83,0.0,0.0,0.0,0.0,0.0,12.67,0.0,0.83,0.5,0.5,0.0,0.0,0.25,-0.8,-0.8,35.0,0.17,0.0,0.0,1.0,0.0,0.17,0.17,0.5,0.0,0.0,1.67,1.17,2.17,0.5,0.0,0.5,0.0,0.0,0.17,0.17,0.0,0.0,0.67,1.33,0.0,0.0
1834,2003,Borna Sosa,hr CRO,DF,Torino,it Serie A,26.0,1998.0,7,4,333,3.7,0.0,0.0,0.0,0.0,0.01,0.03,0.01,0.03,2,0,0.0,1,50.0,55.68,1.08,10.27,32.7,12.97,1.08,55.68,0.54,0.0,0.27,31.62,190.0,48.92,0.27,1.08,0.0,0.54,0.0,40.27,3.78,0.81,0.0,0.54,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,182,84.1,2501,492,71,80,88.8,66,77,85.7,12,18,66.7,0.0,0.03,0.05,-0.03,0.27,2.16,0.81,0.54,2.16,49.19,44.59,4.32,0.0,0.0,0.0,3.51,4.32,0.0,0.0,0.0,0.0,41.35,0.27,0.54,0.54,0.27,0.0,0.0,0.02,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.27,0.0,1.08,0.81,0.0,0.0,2.7,1.08,1.62,1.08,0.54,0.54,0.0,0.81,1.62,0.81,0.27,0.0,2.16,1.89,0.0,50.0
1836,2005,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,20.0,2003.0,10,7,574,6.4,0.0,0.0,0.0,0.0,0.02,0.1,0.02,0.1,6,3,50.0,2,33.3,84.53,1.25,13.75,56.25,15.62,0.47,84.53,0.94,0.47,0.31,55.78,271.09,106.72,1.56,1.41,0.0,0.78,0.47,65.78,2.81,2.51,0.0,1.88,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448,511,87.7,7987,2025,194,206,94.2,194,206,94.2,47,77,61.0,0.0,0.08,0.11,-0.08,1.41,6.41,0.78,0.31,5.16,79.84,73.59,6.25,4.22,0.16,1.25,2.5,0.16,1.88,0.0,1.25,0.0,70.0,0.0,0.62,0.47,0.0,0.0,0.0,0.05,-0.1,-0.1,33.3,0.62,0.0,0.0,1.88,0.78,0.16,0.16,1.25,0.0,0.0,6.25,0.31,0.62,1.88,0.78,0.62,0.47,0.62,1.72,1.09,0.94,0.0,2.03,0.62,0.0,36.4
1838,2007,Riccardo Sottil,it ITA,"FW,MF",Fiorentina,it Serie A,25.0,1999.0,10,3,383,4.3,0.0,0.23,0.0,0.23,0.09,0.25,0.09,0.25,17,8,47.1,6,35.3,40.23,0.23,4.42,11.86,25.81,5.12,40.23,3.95,1.86,1.4,31.63,344.42,230.0,8.14,3.49,3.95,1.63,0.93,33.49,11.16,3.99,0.47,2.33,0.0,1.16,0.23,0.23,0.0,0.47,0.0,0.0,0.0,0.0,0.0,95,136,69.9,1570,178,50,60,83.3,38,57,66.7,6,13,46.2,0.23,0.16,0.14,0.07,1.63,0.47,1.16,0.7,1.16,31.63,29.77,1.86,0.23,0.23,0.0,6.05,0.7,0.93,0.23,0.0,0.0,22.09,0.0,0.47,2.82,0.94,0.0,0.0,0.03,-0.4,-0.4,40.0,0.0,0.0,0.0,0.93,3.26,0.23,0.7,0.0,0.0,0.0,3.72,0.47,0.7,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.23,0.0,0.7,0.7,0.0,0.0
1842,2011,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,24.0,2000.0,10,6,534,5.9,0.0,0.0,0.0,0.0,0.17,0.21,0.17,0.21,16,3,18.8,10,62.5,38.47,1.19,4.24,16.61,18.64,3.56,38.47,2.71,0.51,1.69,21.53,128.98,48.14,2.71,1.19,0.51,3.9,1.36,26.1,7.63,1.69,0.17,1.02,0.0,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.17,0.0,0.0,87,141,61.7,1178,222,51,75,68.0,23,35,65.7,5,12,41.7,0.0,0.05,0.02,-0.05,1.02,0.51,0.51,0.0,1.53,23.9,23.22,0.34,0.0,0.0,0.0,1.19,0.17,0.0,0.0,0.0,0.0,14.75,0.34,0.68,1.69,0.67,0.0,0.0,0.1,-1.0,-1.0,48.8,0.0,0.0,0.0,0.85,2.37,0.17,0.34,0.34,0.0,0.0,4.41,3.56,3.73,0.68,0.0,0.34,0.34,0.34,1.02,0.68,0.68,0.17,1.02,1.19,0.0,33.3
